,Network,State,Facility Name,Star Rating,Profit Or Non-Profit,Chain Owned,Chain Organization,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Mortality Rate (Facility),Readmission Rate (Facility),Hospitalization Rate (Facility),Standard Infection Ratio,Transfusion Rate (Facility),Fistula Rate (Facility),Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted
7006,7,FL,DAVITA GAINESVILLE HOME DIALYSIS,4,1.0,1,DAVITA,0,3,0,1,1,18.0,0.0,98.0,6.0,4.0,13.0,16.0,32.0,35.0,42.8,19.6,262.0,0.51,16.7,63.3,12.0,0.82,11.4
7007,17,CA,DAVITA LONE TREE RANCH DIALYSIS,3,1.0,1,DAVITA,0,24,1,1,0,27.0,0.0,96.0,3.0,4.0,21.0,36.0,20.0,20.0,23.3,25.1,257.1,0.35,10.5,62.9,14.0,0.82,37.6
7008,5,WV,DAVITA WHEELING DIALYSIS,3,1.0,1,DAVITA,0,17,1,1,0,24.0,0.0,98.0,1.0,7.0,22.0,37.0,20.0,14.0,22.4,28.5,203.5,2.75,20.3,57.7,14.0,1.66,18.3
7009,7,FL,KIDNEY DOCTOR'S DIALYSIS CENTER,2,1.0,0,INDEPENDENT,0,24,1,0,0,18.0,0.0,94.0,6.0,12.0,33.0,32.0,16.0,7.0,21.75,25.2,264.1,0.51,16.7,44.0,25.0,0.82,12.6
7010,14,TX,DAVITA NORTH LOOP EAST DIALYSIS,4,1.0,1,DAVITA,0,16,1,0,0,18.0,0.0,98.0,3.0,7.0,22.0,36.0,24.0,12.0,34.2,25.5,230.2,0.31,14.7,68.7,7.0,0.0,10.4
7011,14,TX,DAVITA CORPUS CHRISTI DIALYSIS,3,1.0,1,DAVITA,0,26,1,0,0,19.0,2.0,98.0,2.0,8.0,23.0,31.0,20.0,18.0,23.4,28.9,211.4,0.38,35.7,64.5,13.0,1.46,13.5
7012,14,TX,DAVITA BLUEBONNET DIALYSIS,5,1.0,1,DAVITA,0,27,1,1,0,30.0,0.0,97.0,1.0,7.0,23.0,34.0,20.0,16.0,23.0,24.4,225.7,0.26,2.3,62.5,4.0,0.27,5.8
7013,17,CA,SATELLITE DIALYSIS OF MORGAN HILL LLC,4,0.0,1,SATELLITE DIALYSIS,0,17,1,0,0,18.0,0.0,94.0,1.0,7.0,21.0,29.0,25.0,18.0,18.0,30.8,159.3,0.92,18.2,71.6,17.0,1.46,17.6
7014,14,TX,CROSBY DIALYSIS FACILITY,4,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,7.0,0.0,99.0,1.0,10.0,26.0,33.0,19.0,12.0,15.8,27.3,170.8,0.2,19.6,68.1,18.0,0.82,11.1
7015,14,TX,"USRC LIVE OAK, LLC",4,1.0,1,"US RENAL CARE, INC.",0,13,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
7016,17,CA,DAVITA CONCORD DIALYSIS CENTER,3,1.0,1,DAVITA,1,21,1,0,0,5.0,0.0,97.0,2.0,7.0,26.0,37.0,18.0,11.0,18.4,29.8,233.6,0.79,5.8,69.1,21.0,3.25,45.3
7017,5,VA,DAVITA ARLINGTON DIALYSIS,3,1.0,1,DAVITA,0,20,1,0,0,20.0,0.0,99.0,7.0,10.0,25.0,32.0,20.0,12.0,16.5,41.2,200.9,0.54,27.2,60.3,15.0,1.94,28.8
7018,8,TN,DAVITA BRILEY PARKWAY DIALYSIS,4,1.0,1,DAVITA,0,16,1,0,0,23.0,0.0,98.0,2.0,5.0,17.0,21.0,26.0,31.0,28.2,15.4,238.9,0.0,9.5,58.7,7.0,0.82,20.1
7019,14,TX,FMC DIALYSIS SERVICES OF NORTH BROWNSVILLE,2,1.0,1,FRESENIUS MEDICAL CARE,1,20,1,1,0,17.0,0.0,97.0,1.0,7.0,20.0,26.0,28.0,19.0,25.2,36.9,256.6,0.45,46.0,53.5,22.0,0.68,11.8
7020,8,TN,DAVITA RENAL CARE OF MEMPHIS NORTH,4,1.0,1,DAVITA,0,17,1,0,0,2.0,0.0,99.0,1.0,7.0,25.0,32.0,15.0,22.0,22.6,25.2,142.5,0.72,6.8,56.2,13.0,1.24,18.6
7021,5,VA,UVA FARMVILLE DIALYSIS,3,1.0,1,STATE OWNED,0,22,1,1,1,9.0,9.0,99.0,1.0,7.0,24.0,32.0,25.0,12.0,20.6,24.8,181.2,0.81,7.2,57.5,20.0,0.0,19.8
7022,11,WI,MAYO DIALYSIS - BARRON,5,0.0,1,MAYO CLINIC DIALYSIS,0,6,1,0,0,0.0,8.0,100.0,1.0,18.0,30.0,23.0,21.0,8.0,20.7,27.0,78.7,0.57,17.2,68.0,15.0,0.82,28.7
7023,5,VA,DANVILLE HOME DIALYSIS,4,1.0,1,FRESENIUS MEDICAL CARE,0,0,0,1,1,15.0,0.0,98.0,0.0,8.0,18.0,24.0,32.0,18.0,19.6,29.5,113.6,0.51,0.0,56.1,17.0,0.82,15.6
7024,7,FL,DAVITA BROOKSVILLE DIALYSIS,4,1.0,1,DAVITA,0,16,1,1,0,17.0,0.0,98.0,1.0,5.0,17.0,32.0,21.0,25.0,24.5,33.8,203.1,0.51,4.1,59.3,12.0,0.82,13.3
7025,5,VA,DAVITA CAMELOT DIALYSIS CENTER,4,1.0,1,DAVITA,0,25,1,0,0,16.0,0.0,99.0,1.0,2.0,17.0,37.0,21.0,23.0,26.9,28.5,196.4,0.56,23.4,67.1,12.0,0.3,19.6
7026,14,TX,FRESENIUS MEDICAL CARE TYLER HOME DIALYSIS,4,1.0,1,FRESENIUS MEDICAL CARE,0,0,0,1,1,39.0,0.0,98.0,2.0,7.0,20.0,27.0,29.0,17.0,29.9,31.2,197.8,0.51,24.4,72.2,2.0,1.1,25.0
7027,6,GA,"FILLMORE DIALYSIS, LLC",4,1.0,0,INDEPENDENT,0,17,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
7028,5,WV,MOUNTAIN RIDGE DIALYSIS,3,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,1,0,5.0,0.0,99.0,2.0,12.0,27.0,25.0,21.0,15.0,20.3,20.5,261.7,0.0,47.0,52.4,21.0,2.22,10.5
7029,17,CA,DAVITA SAN LEANDRO MARINA DIALYSIS,4,1.0,1,DAVITA,0,24,1,0,0,24.0,0.0,96.0,2.0,8.0,25.0,36.0,21.0,11.0,18.4,28.6,109.5,0.31,27.1,55.9,10.0,1.4,32.3
7030,14,TX,US RENAL CARE RIO GRANDE DIALYSIS,5,1.0,1,"US RENAL CARE, INC.",0,15,1,0,0,5.0,0.0,97.0,0.0,8.0,22.0,32.0,22.0,16.0,20.6,18.7,132.0,0.0,0.0,54.3,15.0,0.28,8.6
7031,8,TN,FMC DIALYSIS ASSOC. OF SMYRNA,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,32.0,0.0,98.0,1.0,7.0,23.0,30.0,27.0,13.0,19.9,31.2,199.2,0.14,13.1,64.1,10.0,0.88,10.0
7032,18,CA,FMC-PALMDALE,4,1.0,1,FRESENIUS MEDICAL CARE,0,25,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
7033,18,CA,HOME DIALYSIS THERAPIES OF SAN DIEGO-SOUTH,4,1.0,0,INDEPENDENT,0,4,0,1,1,29.0,0.0,98.0,2.0,3.0,18.0,28.0,33.0,18.0,13.6,27.4,190.7,0.51,58.8,63.3,12.0,0.82,51.5
7034,11,WI,FMC - KAUKAUNA,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,1,1,12.0,0.0,97.0,1.0,4.0,22.0,34.0,23.0,16.0,24.3,7.0,77.8,0.0,8.9,62.1,15.0,0.82,10.4
7035,7,FL,DIALYZE DIRECT FL,1,1.0,0,INDEPENDENT,0,1,0,0,1,59.0,0.0,24.0,10.0,28.0,42.0,18.0,9.0,2.0,40.7,30.5,262.6,0.51,36.9,43.3,31.0,0.82,16.1
7036,14,TX,DAVITA NORTH HOUSTON DIALYSIS CENTER,4,1.0,1,DAVITA,0,25,1,0,0,21.0,0.0,98.0,1.0,5.0,15.0,30.0,26.0,25.0,32.5,30.1,238.3,1.06,12.6,67.2,11.0,0.48,12.6
7037,5,VA,DAVITA DALE CITY,5,1.0,1,DAVITA,0,17,1,1,1,25.0,0.0,99.0,0.0,10.0,31.0,32.0,15.0,11.0,15.0,37.1,188.3,0.66,31.4,76.8,7.0,0.82,31.3
7038,15,UT,DIXIE DIALYSIS CENTER,4,0.0,1,UNIVERSITY OF UTAH DIALYSIS PROGRAM,0,20,1,1,1,8.0,3.0,99.0,2.0,7.0,26.0,29.0,28.0,10.0,28.4,30.7,119.9,0.2,2.4,71.7,15.0,1.65,12.4
7039,11,WI,MARSHFIELD MEDICAL CENTER RICE LAKE DIALYSIS,3,0.0,0,INDEPENDENT,0,16,1,1,0,12.0,0.0,91.0,0.0,8.0,22.0,30.0,30.0,9.0,14.6,24.5,105.2,1.39,11.7,55.9,29.0,0.82,20.4
7040,14,TX,FRESENIUS MEDICAL CARE HENDERSON COUNTY,3,1.0,1,FRESENIUS MEDICAL CARE,0,29,1,1,0,30.0,0.0,96.0,1.0,7.0,21.0,24.0,26.0,21.0,28.0,32.3,209.9,0.6,11.6,56.1,5.0,0.47,12.2
7041,17,CA,WELLBOUND OF SAN JOSE LLC,2,0.0,1,SATELLITE HEALTHCARE,0,4,0,1,1,17.0,0.0,98.0,2.0,4.0,24.0,28.0,32.0,12.0,25.1,19.0,209.7,0.51,50.1,59.0,28.0,5.54,64.8
7042,16,WA,NKC BELLEVUE KIDNEY CENTER,3,0.0,1,NORTHWEST KIDNEY CENTERS,1,18,1,1,0,24.0,0.0,99.0,5.0,7.0,18.0,28.0,33.0,14.0,15.6,42.2,234.4,0.0,16.1,66.5,13.0,0.82,26.6
7043,16,WA,PUGET SOUND KC SOUTH,5,0.0,1,PUGET SOUND KIDNEY CENTERS,1,32,1,1,1,18.0,0.0,96.0,0.0,6.0,19.0,26.0,30.0,19.0,26.8,28.5,161.0,1.45,14.8,73.2,8.0,1.14,21.2
7044,14,TX,US RENAL CARE DELTA DIALYSIS,4,1.0,1,"US RENAL CARE, INC.",0,24,1,0,0,23.0,0.0,97.0,1.0,8.0,26.0,36.0,16.0,14.0,19.4,23.1,208.2,0.53,29.5,55.1,8.0,0.95,18.9
7045,8,TN,BIO-MEDICAL APPLICATIONS OF TENNESSEE,5,1.0,1,FRESENIUS MEDICAL CARE,0,4,1,1,1,15.0,0.0,98.0,0.0,6.0,26.0,28.0,26.0,15.0,18.1,13.6,175.1,0.51,15.0,81.8,7.0,2.18,35.7
7046,8,TN,DAVITA ROCKY TOP DIALYSIS,5,1.0,1,DAVITA,0,17,1,1,0,4.0,0.0,99.0,1.0,4.0,22.0,26.0,21.0,27.0,35.2,20.7,128.8,0.94,4.1,70.3,7.0,0.82,22.6
7047,11,WI,DAVITA STEVENS POINT DIALYSIS,3,1.0,1,DAVITA,0,12,1,0,0,31.0,0.0,99.0,2.0,11.0,34.0,31.0,14.0,10.0,22.6,23.4,203.3,1.33,35.4,59.4,22.0,0.82,13.3
7048,14,TX,DAVITA GARLAND SHILOH DIALYSIS,5,1.0,1,DAVITA,0,21,1,0,0,7.0,0.0,98.0,1.0,5.0,20.0,34.0,18.0,22.0,4.7,27.0,57.1,1.85,8.6,76.8,1.0,0.82,10.4
7049,14,TX,DAVITA DOWNTOWN DALLAS DIALYSIS,3,1.0,1,DAVITA,0,16,1,0,0,15.0,0.0,100.0,4.0,4.0,19.0,37.0,23.0,17.0,21.0,19.3,172.2,0.68,40.4,48.1,17.0,0.42,11.6
7050,5,VA,FRESENIUS KIDNEY CARE LAUREL PARK,4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,0,0,0.0,0.0,99.0,0.0,9.0,30.0,28.0,25.0,8.0,37.5,24.7,212.8,2.05,16.7,65.1,6.0,0.82,8.5
7051,14,TX,DAVITA DIALYSIS CARE OF WEATHERFORD,3,1.0,1,DAVITA,0,13,1,1,0,21.0,0.0,100.0,3.0,7.0,28.0,33.0,21.0,11.0,26.2,17.8,221.1,0.61,21.9,51.5,26.0,0.34,8.5
7052,14,TX,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",4,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,1,1,15.0,0.0,98.0,0.0,6.0,21.0,29.0,28.0,16.0,15.7,19.1,159.4,1.13,13.1,48.0,11.0,0.82,9.4
7053,8,TN,DAVITA COLUMBIA DIALYSIS,3,1.0,1,DAVITA,1,18,1,1,0,18.0,0.0,96.0,0.0,3.0,22.0,33.0,20.0,22.0,31.9,30.0,259.9,0.0,91.2,64.4,5.0,0.82,15.5
7054,14,TX,DAVITA SOUTH AUSTIN DIALYSIS CENTER,5,1.0,1,DAVITA,1,20,1,0,0,16.0,0.0,98.0,0.0,6.0,20.0,32.0,19.0,24.0,23.8,25.1,220.1,0.63,1.9,67.4,7.0,1.33,13.1
7055,5,VA,RAI - MEDICAL DRIVE-GLOUCESTER,3,1.0,1,FRESENIUS MEDICAL CARE,0,21,1,1,1,22.0,0.0,96.0,1.0,8.0,31.0,33.0,16.0,12.0,22.6,25.0,143.8,0.47,12.1,57.6,18.0,0.0,16.5
7056,15,UT,LAKESIDE DIALYSIS CENTER,3,0.0,1,UNIVERSITY OF UTAH DIALYSIS PROGRAM,0,12,1,0,0,40.0,0.0,94.0,1.0,6.0,24.0,27.0,27.0,17.0,32.0,9.4,211.0,0.51,0.0,65.4,23.0,0.82,2.2
7057,11,WI,DAVITA FORT ATKINSON DIALYSIS,4,1.0,1,DAVITA,0,15,1,0,0,9.0,0.0,100.0,0.0,5.0,24.0,36.0,20.0,14.0,15.4,30.9,165.2,0.53,17.4,67.3,18.0,0.82,13.0
7058,14,TX,WOODLANDS HOME THERAPIES,4,1.0,1,FRESENIUS MEDICAL CARE,0,0,1,1,1,18.0,0.0,98.0,0.0,6.0,22.0,33.0,27.0,13.0,48.6,43.1,330.7,0.51,16.7,63.3,12.0,0.82,24.3
7059,15,UT,FRESENIUS KIDNEY CARE WEST SALT LAKE,4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,0,0,19.0,0.0,95.0,1.0,7.0,24.0,31.0,22.0,16.0,17.6,19.8,102.8,0.0,29.2,70.1,18.0,0.82,6.9
7060,16,WA,NKC SNOQUALMIE RIDGE KIDNEY CENTER,5,0.0,1,NORTHWEST KIDNEY CENTERS,1,9,1,0,0,7.0,0.0,96.0,1.0,4.0,19.0,29.0,30.0,19.0,20.6,22.0,109.8,0.51,5.5,74.3,9.0,0.82,20.5
7061,5,VA,DAVITA RADFORD DIALYSIS,4,1.0,1,DAVITA,1,17,1,1,1,14.0,0.0,99.0,0.0,7.0,25.0,32.0,16.0,21.0,26.8,24.3,209.9,1.24,29.6,75.4,8.0,0.72,22.0
7062,14,TX,DAVITA NORTH SHEPHERD DIALYSIS,3,1.0,1,DAVITA,0,30,1,0,0,13.0,3.0,98.0,5.0,8.0,22.0,34.0,18.0,19.0,25.6,29.2,193.8,0.46,17.9,62.0,7.0,0.73,22.7
7063,8,TN,FMC ROANE COUNTY,4,1.0,1,FRESENIUS MEDICAL CARE,0,19,1,0,0,15.0,0.0,99.0,0.0,7.0,19.0,25.0,31.0,18.0,22.9,19.4,229.0,1.17,25.2,58.7,13.0,0.82,23.5
7064,14,TX,"FRESENIUS KIDNEY CARE JASPER, LLC",3,1.0,1,FRESENIUS MEDICAL CARE,1,16,1,1,0,35.0,0.0,79.0,3.0,18.0,32.0,24.0,18.0,9.0,16.3,27.4,124.4,0.15,23.4,66.3,22.0,0.82,14.6
7065,5,VA,BMA - GILES,4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,0,0,18.0,0.0,93.0,0.0,11.0,27.0,24.0,20.0,18.0,21.7,22.2,147.4,0.8,16.7,73.4,17.0,0.82,4.0
7066,7,FL,CENTRAL FLORIDA KIDNEY CENTER-EAST ORLANDO,1,0.0,1,CENTRAL FLORIDA KIDNEY CENTERS,1,16,1,1,0,15.0,0.0,95.0,3.0,11.0,34.0,28.0,20.0,8.0,18.5,42.5,326.6,0.51,5.5,45.0,29.0,0.38,6.5
7067,11,WI,WI DIALYSIS INC - EAST,2,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,1,0,5.0,2.0,90.0,0.0,5.0,21.0,31.0,31.0,12.0,16.1,26.7,203.8,0.42,15.8,55.2,28.0,1.12,18.5
7068,14,TX,WESLACO DIALYSIS FACILITY,3,1.0,1,FRESENIUS MEDICAL CARE,0,29,1,0,0,5.0,0.0,98.0,1.0,13.0,25.0,27.0,20.0,15.0,22.7,31.9,199.2,0.0,15.9,54.1,10.0,0.67,11.1
7069,11,SD,MONUMENT HEALTH DIALYSIS CENTER - SPEARFISH,5,0.0,0,INDEPENDENT,0,6,1,0,0,21.0,0.0,95.0,4.0,11.0,39.0,32.0,11.0,7.0,15.4,15.5,101.0,1.7,7.8,73.6,12.0,0.82,38.7
7070,11,WI,"BIO-MEDICAL APPLICATIONS OF WISCONSIN, INC.",5,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,1,0,28.0,0.0,100.0,1.0,7.0,27.0,20.0,30.0,16.0,14.3,32.6,138.6,0.0,13.6,76.2,13.0,0.82,10.3
7071,16,WA,FMC COLVILLE,5,1.0,1,FRESENIUS MEDICAL CARE,1,8,1,1,1,0.0,0.0,98.0,1.0,2.0,20.0,33.0,31.0,14.0,18.2,6.7,99.6,0.62,10.9,73.9,2.0,0.82,8.3
7072,5,VA,DAVITA CHARLOTTESVILLE NORTH DIALYSIS,3,1.0,1,DAVITA,0,13,1,1,1,22.0,0.0,100.0,1.0,9.0,32.0,27.0,18.0,14.0,13.6,30.0,146.8,0.0,5.2,45.8,29.0,0.82,22.3
7073,14,TX,FRESENIUS MEDICAL CARE LUBBOCK,4,1.0,1,FRESENIUS MEDICAL CARE,0,34,1,1,1,14.0,0.0,100.0,1.0,8.0,21.0,27.0,28.0,16.0,25.4,28.0,178.3,0.44,23.8,54.6,10.0,0.49,14.5
7074,14,TX,DAVITA MAGNOLIA DIALYSIS CENTER,3,1.0,1,DAVITA,0,12,1,1,0,22.0,4.0,93.0,1.0,2.0,13.0,27.0,19.0,38.0,26.4,29.4,250.3,0.0,10.4,62.6,7.0,0.47,13.5
7075,17,CA,DAVITA RED BLUFF DIALYSIS CENTER,5,1.0,1,DAVITA,0,15,1,0,0,4.0,0.0,99.0,1.0,7.0,30.0,36.0,14.0,13.0,21.1,24.8,99.5,0.0,6.8,71.5,7.0,2.11,22.6
7076,17,CA,SATELLITE DIALYSIS OF SAN LEANDRO LLC,5,0.0,1,SATELLITE HEALTHCARE,1,25,1,0,0,14.0,0.0,98.0,0.0,7.0,22.0,26.0,30.0,16.0,22.9,22.0,124.9,0.0,10.3,57.6,6.0,1.17,48.5
7077,8,TN,DAVITA KNOXVILLE CENTRAL DIALYSIS,3,1.0,1,DAVITA,0,8,1,1,1,22.0,0.0,99.0,0.0,4.0,21.0,34.0,22.0,19.0,24.7,25.3,258.4,0.51,54.7,59.0,11.0,0.48,32.7
7078,7,FL,ARC DIALYSIS KENDALL,4,1.0,1,ARC,0,12,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
7079,14,TX,DIALYSPA THE WOODLANDS,3,1.0,0,INDEPENDENT,0,18,1,1,1,8.0,0.0,94.0,1.0,3.0,19.0,42.0,17.0,18.0,17.0,29.5,205.0,0.71,41.8,71.2,11.0,0.82,53.4
7080,17,CA,FMC POTRERO AVENUE,5,1.0,1,FRESENIUS MEDICAL CARE,0,25,1,0,0,23.0,0.0,98.0,1.0,8.0,27.0,33.0,17.0,16.0,10.7,35.7,185.4,1.59,8.4,66.7,12.0,0.82,15.4
7081,5,VA,FMC - LORTON,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,14.0,0.0,99.0,1.0,8.0,31.0,29.0,23.0,9.0,11.6,23.9,97.0,2.46,23.7,88.5,2.0,0.82,20.7
7082,6,GA,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC",4,1.0,1,FRESENIUS MEDICAL CARE,0,11,1,0,0,18.0,0.0,98.0,0.0,10.0,14.0,27.0,27.0,22.0,21.75,27.0,185.0,0.51,16.7,63.1,10.0,0.82,22.1
7083,16,WA,PUGET SOUND KIDNEY CENTERS ANACORTES,5,0.0,1,PUGET SOUND KIDNEY CENTERS,1,7,1,1,1,33.0,0.0,98.0,4.0,3.0,20.0,40.0,27.0,10.0,14.1,15.5,123.2,1.81,0.0,87.2,6.0,0.82,20.6
7084,14,TX,FRESENIUS MEDICAL CARE PAMPA,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,0.0,0.0,100.0,0.0,10.0,29.0,30.0,24.0,6.0,15.1,27.4,141.3,0.0,0.0,45.2,11.0,0.35,11.8
7085,11,WI,SACRED HEART HOSPITAL DIALYSIS,5,0.0,0,INDEPENDENT,0,11,1,1,0,18.0,0.0,94.0,2.0,11.0,29.0,23.0,25.0,12.0,22.6,21.8,158.1,0.0,8.1,79.5,7.0,0.86,26.6
7086,8,TN,DAVITA HERMITAGE DIALYSIS,3,1.0,1,DAVITA,0,12,1,1,0,22.0,0.0,97.0,2.0,3.0,16.0,26.0,28.0,27.0,11.0,52.8,357.6,0.43,12.5,56.2,12.0,0.82,16.6
7087,14,TX,FRESENIUS MEDICAL CARE HORIZON DIALYSIS,5,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,0,0,6.0,0.0,98.0,2.0,15.0,31.0,32.0,17.0,6.0,19.7,15.9,261.8,0.59,8.9,84.7,5.0,0.47,18.2
7088,6,GA,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",5,1.0,1,FRESENIUS MEDICAL CARE,0,19,1,0,0,14.0,0.0,98.0,2.0,8.0,20.0,29.0,28.0,15.0,19.9,19.1,168.4,1.28,15.2,66.9,6.0,0.37,10.8
7089,14,TX,DAVITA FLOYD CURL DIALYSIS,5,1.0,1,DAVITA,1,20,1,1,1,15.0,0.0,99.0,0.0,4.0,20.0,33.0,24.0,18.0,27.5,20.9,212.4,0.28,6.9,78.2,5.0,2.03,21.9
7090,7,FL,"GRAND DIALYSIS SERVICES, LLC",4,1.0,0,INDEPENDENT,0,6,1,0,0,18.0,0.0,66.0,6.0,3.0,17.0,29.0,32.0,18.0,21.75,27.0,185.0,0.51,16.7,62.9,18.0,0.82,21.5
7091,14,TX,DAVITA TAYLOR DIALYSIS,5,1.0,1,DAVITA,0,12,1,1,0,32.0,0.0,99.0,1.0,6.0,22.0,33.0,17.0,22.0,24.3,18.0,181.4,0.61,2.8,70.3,5.0,0.82,10.6
7092,14,TX,DAVITA BRENHAM DIALYSIS,3,1.0,1,DAVITA,0,12,1,1,0,33.0,0.0,98.0,3.0,5.0,21.0,33.0,20.0,21.0,22.3,40.1,242.9,1.17,82.8,65.8,12.0,0.55,15.7
7093,14,TX,DAVITA VALLEY BAPTIST-HARLINGEN DIALYSIS,4,1.0,1,DAVITA,0,48,1,1,0,14.0,0.0,100.0,0.0,6.0,21.0,29.0,28.0,16.0,26.1,25.5,192.5,0.49,24.9,57.2,12.0,0.78,14.3
7094,7,FL,FMC - PALM BAY,2,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,1,1,51.0,0.0,95.0,0.0,9.0,25.0,27.0,26.0,14.0,29.6,20.7,245.2,0.48,78.3,53.0,23.0,0.24,10.5
7095,5,WV,"FMS CABELL HUNTINGTON DIALYSIS CENTERS, LLC",2,1.0,1,FRESENIUS MEDICAL CARE,0,4,0,1,1,41.0,0.0,98.0,0.0,8.0,26.0,34.0,21.0,12.0,26.6,31.8,233.1,0.51,67.5,38.5,49.0,2.93,16.2
7096,18,CA,DAVITA PASADENA FOOTHILLS DIALYSIS CENTER,5,1.0,1,DAVITA,0,21,1,1,0,23.0,0.0,99.0,1.0,5.0,18.0,34.0,24.0,20.0,18.8,18.3,160.9,0.52,28.3,67.5,14.0,0.83,32.2
7097,5,VA,"BIO-MEDICAL APPLICATIONS OF VIRGINIA, INC.",3,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,1,1,11.0,0.0,96.0,0.0,5.0,28.0,30.0,25.0,12.0,19.3,42.8,242.8,0.46,30.9,63.1,9.0,0.82,14.0
7098,18,CA,"LAUREL CANYON DIALYSIS, LLC",3,1.0,0,INDEPENDENT,0,30,1,1,1,16.0,0.0,98.0,1.0,12.0,30.0,33.0,20.0,6.0,22.8,33.9,239.8,0.51,10.9,66.1,22.0,1.29,22.1
7099,6,GA,DIALYSIS CLINIC INC.-POINTE NORTH,3,1.0,1,"DIALYSIS CLINIC, INC.",0,19,1,0,0,14.0,0.0,90.0,4.0,11.0,24.0,25.0,23.0,17.0,22.3,34.2,153.3,0.71,13.9,55.3,5.0,0.82,13.7
7100,14,TX,DAVITA TANNER DIALYSIS,3,1.0,1,DAVITA,0,16,1,0,0,19.0,0.0,98.0,2.0,7.0,25.0,27.0,16.0,25.0,20.2,38.1,201.6,0.28,54.3,62.6,18.0,0.82,9.1
7101,14,TX,FRESENIUS MEDICAL CARE RIVER VALLEY CLINIC,4,1.0,1,FRESENIUS MEDICAL CARE,1,16,1,0,0,5.0,0.0,94.0,2.0,10.0,26.0,36.0,16.0,13.0,28.4,33.5,159.3,0.18,13.9,68.2,7.0,1.28,25.1
7102,18,CA,HOME DIALYSIS CENTERS OF RANCHO CUCAMONGA,1,1.0,0,INDEPENDENT,0,2,1,1,1,18.0,0.0,84.0,7.0,8.0,19.0,34.0,27.0,13.0,20.6,36.4,305.4,0.51,16.7,69.3,19.0,0.82,24.7
7103,14,TX,DAVITA BAYOU CITY DIALYSIS,2,1.0,1,DAVITA,0,16,1,0,0,37.0,0.0,96.0,4.0,9.0,19.0,26.0,22.0,23.0,25.9,33.3,275.0,0.94,15.8,57.8,17.0,0.19,9.0
7104,14,TX,FALLS COUNTY KIDNEY CENTER,5,1.0,1,FRESENIUS MEDICAL CARE,0,11,1,0,0,33.0,0.0,98.0,0.0,6.0,31.0,37.0,18.0,9.0,23.9,20.8,130.1,1.69,17.1,78.3,3.0,0.82,26.6
7105,17,CA,FMC SAN JOSE,5,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,1,0,13.0,0.0,100.0,0.0,12.0,30.0,34.0,14.0,10.0,26.2,24.9,110.9,0.63,27.0,68.1,10.0,0.82,41.3
7106,18,CA,DAVITA VICTORYWOOD DIALYSIS,4,1.0,1,DAVITA,0,24,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
